day,title,summary,start,end,type,location,categories
Saturday,"Big Data Startups Pitches",,11:30,11:50,"Partners Program",,"#b2bservices\n#data\n#IoT"
Saturday,"RATP Group Startup Session 1","– Start-up The Bot Studio",11:30,12:00,"Partners Program",,"#artificialintelligence\n#data\n#IoT\n#mobility\n#smartcities"
Saturday,"CROSS TALK : Using data for more effective health care","Location : Lab Sanofi C11",11:30,12:00,"Partners Program",,"#data\n#health&wellbeing\n#womenrock"
Saturday,"Comment se former en continu sans contrainte ?","Comment se former en continu sans contrainte ? 
UNOW
Lieu : Booth Econocom (P16)",11:30,11:45,"Partners Program",,"#education\n#funfunfun\n#IoT"
Saturday,"Atelier Enfant : Lego Coding","Atelier de découverte de la programmation d’objets connectés pour les enfants de 8-12 ans
MAGIC MAKERS « Lego Coding ».
Lieu : Booth Econocom (P16)",11:30,12:30,"Partners Program",,"#education\n#funfunfun\n#nexttechs"
Saturday,"Live Demo Yoga Book – Different Creates Better│ Creativity & Productivity Experiential","Location: Lenovo Stand – J12",11:30,12:00,"Partners Program",,#hardware
Saturday,"Startup Smart Tunisia Contest",,11:30,13:00,Pitches&Demos,Pitch,
Saturday,"Tracktl //Pops","Location: Lab Carrefour – N16",11:40,12:15,"Partners Program",,"#peoplematter\n#retail&ecommerce"
Saturday,"HR Workshop #3 – Sephora/ Innovation Lab In-Store Innovation: Disrupting Client Experience","Location : Lab LVMH M20",11:45,12:45,"Partners Program",,"#HR&talent\n#luxury\n#peoplematter"
Saturday,"Mobile Well-Being","Start-ups :  Citizen Data, Talk to my car, Tukuoro, Pomp, CarPay-Diem, Predict.io, Carfit, SmartTrans, Ellis Car, Movin’Blue, Kuantic",11:45,12:45,"Partners Program",,"#industry\n#mobility"
Saturday,"Comment utiliser les nouvelles technologies pour réinventer le travail ?",,11:45,12:30,Talks,"Stage 1","#civictech\n#HR&talent\n#peoplematter\n#positiveimpact"
Saturday,"WORKSHOP LinkedIn & Air France","« Build your personnal branding Air France »
12X10min individual sessions with coaches (x2)
With:
Carine Valgalier, Relationship Manager, LinkedIn

AF HR coaches

Location: Lab Air France – N20",11:45,12:55,"Partners Program",,#mobility
Saturday,"L’Afrique, continent connecté : Quelles opportunités ? Une révolution en marche ?","Ces dernières années, les technologies de l’information, et en particulier la téléphonie mobile, ont été massivement adoptées par le continent africain : plus de 70% de la population africaine est en possession d’un appareil mobile. Du coup, beaucoup de nouvelles startups ont été créées autour de nouvelles solutions numériques dans des secteurs comme l'agriculture, le commerce, la finance, ou la santé. Mais ces startups peinent à trouver des financements. Notre panel va se pencher sur les dernières innovations en matière de financement de startups africaines.",11:50,12:20,Talks,"Stage 2","#peoplematter\n#positiveimpact"
Saturday,"Make Tech Inspiring for Women !","Olivier Ezratty & Marie-Anne Magnac (Quelques Femmes Du Numérique)",11:50,12:10,"Partners Program",,"#peoplematter\n#positiveimpact\n#womenrock"
Saturday,"Faciliter l’Apprentissage avec les Fonctions d’Accessibilité","Faciliter l’apprentissage avec les fonctions d’accessibilité. Les élèves présentant des dys ne doivent pas être pénalisés, grâce aux nombreuses fonctions telles que l’énonciation, l’aménagement des typographies et toutes les fonctions natives d’accessibilité.
APPLE Solution Expert
Lieu : Booth Econocom (P16)",11:50,12:10,"Partners Program",,"#education\n#funfunfun\n#nexttechs"
Saturday,"Challenge Spécial Datasciences Avec Datascientest","Location: Talent Connect’s Stand – B13",12:00,13:00,,"Talent Connect","#HR&talent\n#peoplematter"
Saturday,"Les Conseils Pour Bien Pitcher",,12:00,12:15,Talks,"Stage 6",#startupacademy
Saturday,"Talent Connect, le dispositif de recrutement de Viva Tech par ManpowerGroup","Présentation de la plateforme en ligne
Florent CHOUVET, ManpowerGroup
Caroline KAPLAN, VIVA
WTTJ
D4J »",12:00,12:30,"Partners Program",,"#HR&talent\n#peoplematter"
Saturday,"Startup Pitch Session","Location : Lab Vinci Energies M15",12:00,13:00,"Partners Program",,"#energy\n#industry"
Saturday,"RATP Group Startup Session 1","– Start-up Urban Leaf",12:00,12:30,"Partners Program",,"#food&agribusiness\n#funfunfun\n#nexttechs\n#peoplematter\n#womenrock"
Saturday,"How to Sketch?","Location : Lab Sanofi C11",12:00,12:05,"Partners Program",,#health&wellbeing
Saturday,"PITCH SESSION: Sketching the future of health care Part 2","Location : Lab Sanofi C11",12:05,12:55,"Partners Program",,"#health&wellbeing\n#startupacademy"
Saturday,"Humanoid Robot Duo","Venez découvrir sur l’Arena les célèbres robots humanoïdes RoboThespian et Socibot. Une expérience futuriste et insolite à ne pas manquer !",12:10,12:20,Happenings,"Discovery Arena","#artificialintelligence\n#funfunfun\n#robotics"
Saturday,"LE NUMERIQUE ET LE QUOTIDIEN : CIRCULER AUTREMENT","Scootcity: Bertrand Fleurose, fondateur
Valeo: Xavier Baillard, Startup and Technology Incubator Director
Location: Agora Les Echos – Le Parisien  – J20",12:10,12:50,"Partners Program","Les Echos - Le Parisien","#lifestyle\n#media\n#mobility\n#positiveimpact\n#smartcities"
Saturday,"Big Data for Employement","Pixis / Talentoday",12:10,12:30,"Partners Program",,"#data\n#peoplematter\n#positiveimpact"
Saturday,"Jeunes, Osez Entreprendre !",,12:15,12:45,Talks,"Stage 6","#peoplematter\n#startupacademy"
Saturday,"Free pitch TBC – Intervention AG","Location: Lab Carrefour – N16",12:15,13:00,"Partners Program",,"#peoplematter\n#retail&ecommerce"
Saturday,"La génération Minecraft et le développement durable ?","Le gaming sauvera-t-il le monde ? 
 ",12:20,12:50,Talks,"Stage 2","#education\n#entertainment\n#positiveimpact"
Saturday,"Comment Naviguer En Toute Sécurité?","Location : Google Booth G09",12:30,13:30,"Partners Program",,#cybersecurity
Saturday,"Trophée Excellencia / Bourse Etude Ingénieur avec Syntec Numérique","Véronique Di Benedetto (Syntec Numérique)",12:30,12:50,"Partners Program",,"#peoplematter\n#positiveimpact"
Saturday,"RATP Group Startup Session 1","– Start-up IdCapture",12:30,13:00,"Partners Program",,"#data\n#mobility"
Saturday,"Plateforme éducative","Venez découvrir notre plateforme éducative pour faire aimer les sciences aux filles.
KIDSCODE « Increase girls in STEM from an early stage ».
Lieu : Booth Econocom (P16)",12:40,13:30,"Partners Program",,"#funfunfun\n#peoplematter\n#positiveimpact"
Saturday,"OPEN CONTEST TO WIN A TRIP TO LAS VEGAS 2018 CES !","Location : Lab Engie M30",12:45,13:00,"Partners Program",,"#energy\n#startupacademy"
Saturday,"Edtech : L’école de demain sera t-elle une école ?",,12:50,13:10,Talks,"Stage 2","#education\n#positiveimpact"
Saturday,"Big Data Startups Pitches",,12:50,13:10,"Partners Program",,"#b2bservices\n#data\n#IoT"
Saturday,"LE NUMERIQUE ET LE QUOTIDIEN : DE LA VILLE AUX CHAMPS, LE NUMERIQUE PARTOUT !","JC Decaux : Albert Asseraf, Directeur Général Stratégie Data et Nveaux Usages
Air Liquide : Olivier Delabroy, Directeur de la transformation numérique
In Vivo : Sébastien Graff, DRH
Location: Agora Les Echos – Le Parisien  – J20",13:00,13:40,"Partners Program","Les Echos - Le Parisien","#education\n#food&agribusiness\n#HR&talent\n#media\n#peoplematter"
Saturday,"Pitchs Start-Up","Lieu : Lab Orange M07",13:00,13:30,"Partners Program",,"#startupacademy\n#telco"
Saturday,"Émission 01 Net TV","Location: Lab La Poste M11",13:00,13:45,"Partners Program",,#media
Saturday,"Lunch with Sanofi Integrated Care Head: Co-Creation With Patients For Better Health Outcomes","Location : Lab Sanofi C11",13:00,13:45,"Partners Program",,"#data\n#health&wellbeing\n#womenrock"
Saturday,"Café inspirants – The Future of Food: Trends and Challenges","With:
FOOD =Yoni Saada (Chef -Top Chef Season 4- BAGNARD & MINIATURES Restaurants )
P. Duchemin (Sociologist and consumption expert)
Guilia Silenzi (Senior European Brand Manager – Bio)
Location: Lab Carrefour – N16",13:00,13:45,"Partners Program",,"#peoplematter\n#retail&ecommerce"
Saturday,"Cap sur l’Allemagne / Frankreich Wagen : 3 success stories franco-allemandes et européennes !",,13:00,14:00,Pitches&Demos,Pitch,
Saturday,"Energy Revolution Tech Talk : Punch One Solar Car team","Location : Lab Engie M30",13:15,13:35,"Partners Program",,"#mobility\n#nexttechs"
Saturday,"Melty : Journal Innovant et Fondé Par un des Plus Jeunes Entrepreneurs de France","Avec Alexandre Malsch/ Fondateur
Location : Lab Nextdoor C42",13:15,13:45,"Partners Program",,"#data\n#nexttechs"
Saturday,"Quand La Technologie Et La Culture Se Rencontrent","Location : Booth G09",13:30,14:30,"Partners Program",,"#artificialintelligence\n#positiveimpact"
Saturday,"Drone Training Academy","Venez apprendre à piloter un drone sur l’Arena ! Vous rêvez de prendre en main ces petits engins technologiques volants, vous pourrez même le faire au mouvement de la main grâce au gant connecté de WePulsit.",13:30,14:30,Happenings,"Discovery Arena","#drones\n#entertainment\n#funfunfun"
Saturday,"Présentation De Projets Innovants A Impact Positif","AURA : systèmede cluture aquaponique domestiques;
ENTOURAGE : Application pour venir en aide aux personnes dans le besoin proche de chez soi.
Location: SparkNews Stand – Positive Impact: J 41.",13:30,19:00,"Partners Program",,"#food&agribusiness\n#peoplematter\n#positiveimpact"
Saturday,"L’Avenir Du Web Avec Vous","Atelier découverte du code",13:30,17:00,,Patio,"#education\n#HR&talent\n#womenrock"
Saturday,"[In Code We Trust]",,13:30,17:00,,Patio,"#education\n#HR&talent"
Saturday,"HELLO WORLD","Atelier découverte du Code.",13:30,17:00,,Patio,"#education\n#HR&talent"
Saturday,"Robots And Co","Atelier de découverte du Code",13:30,17:00,,Patio,#education
Saturday,"A Mon Tour De Programmer","Mentoring et questions/réponses.",13:30,17:00,,Patio,"#education\n#positiveimpact\n#womenrock"
Saturday,"S’initier Au Code Via Les MOOCs Et Autres Logiciels Sur Internet",,13:30,17:00,,Patio,"#education\n#positiveimpact"
Saturday,"Présentation de LyfPay","Présentation de notre nouvelle application de paiement universel mobile . Disponible depuis le 18 mai dernier et créée par la fusion de Wa! et Fivory apps, elle embarque des fonctions telle qu’un programme de fidélisation clients. Un communiqué de presse fut publié le 10 mai dernier.
Location: Lab BNP Paribas – C16.",13:30,19:00,"Partners Program",,#finance&insurance
Saturday,"Projets AR/VR En Cours De Développement Dans Les Entreprises Du Groupe BNP Paribas","Présentation de deux projets en cours de développement:
– La capsule de téléportation POD  utilisée chez BNPP Real Estate comme outil de visionnage VR pour les potentiels acheteurs.
– Un outil de Réalité Augmentée pour la gestion de compte bancaires.
Location: Lab BNP Paribas – C16",13:30,19:00,"Partners Program",,"#AR&VR\n#finance&insurance"
Saturday,"Le premier film d’entreprise BNP Paribas produit à l’aide de techniques de Réalité Virtuelle","Location: Lab BNP Paribas – C16",13:30,19:00,"Partners Program",,"#AR&VR\n#finance&insurance"
Saturday,"Présentation De Birdly, Le Meilleur Simulateur De Vol VR.","Envolez-vous au-dessus des toits de la ville de New York avec le simulateur de vol Birdly, pour une «première» européenne, présentée conjointement avec notre partenaire spécialiste de la VR: MK2.
Location: Lab BNP Paribas – C16",13:30,19:00,"Partners Program",,"#AR&VR\n#finance&insurance\n#funfunfun"
Saturday,"Raving Rabbids VR Ride","Le joueur assis dans une chaise sera immergé dans une expérience interactive dans laquelle il/elle glisse sur une pente tout en évitant les obstacles, avec ‘Rabbids’ effectuant diverses facéties en arrière-plan.
Location: Lab BNP Paribas – C16",13:30,19:00,"Partners Program",,"#AR&VR\n#finance&insurance\n#funfunfun"
Saturday,"La Boîte Mystère","Restez à l’écoute: tous les jours, à partir de 14h, gagnez grâce à BNP Paribas une caméra Giroptic 360.
Votre mission, si vous choisissez de l’accepter, est de deviner ce qui se trouve dans #Mysterybox sur le stand de BNP Paribas et diffusé en direct sur Facebook.
Chaque objet mystère est lié à l’une des 44 startups présentées sur le stand de BNP Paribas.
Connectez-vous à la page Facebook ‘Ma Banque BNP Paribas’ pour lancer la diffusion en direct, obtenir quelques indices et soumettre votre réponse.
Location: Lab BNP Paribas – C16",13:30,14:30,"Partners Program",,"#AR&VR\n#finance&insurance\n#funfunfun"
Saturday,"Ratp Group Startup Session 2","– Start-up Mober",13:30,14:00,"Partners Program",,"#funfunfun\n#IoT\n#mobility\n#paris2024\n#peoplematter\n#positiveimpact"
Saturday,"Atelier Enfant : Education en Jeu Vidéo 3D","Nous créons des mondes virtuels éducatifs dans des environnements de jeux vidéos, dans lesquels les éducateurs interagissent avec les élèves et les suivent individuellement
KIDSCODE « Education in 3D video game worlds ». 
Lieu : Booth Econocom (P16)",13:30,13:50,"Partners Program",,"#education\n#funfunfun\n#positiveimpact"
Saturday,"Live Demo Moto Mods – Different Transforms Better","Location: Lenovo Stand – J12",13:30,14:00,"Partners Program",,#hardware
Saturday,"Comment Créer Et Entretenir Sa Communauté",,13:45,14:15,Talks,"Stage 6",#startupacademy
Saturday,"La société et le numérique",,13:45,14:30,Talks,"Stage 1","#lifestyle\n#peoplematter"
Saturday,"LE NUMERIQUE ET LE QUOTIDIEN : LA REVOLUTION NUMERIQUE AU SEIN DES GRANDES ENTREPRISES","Apec : Nicolas François, Responsable Marché Entreprises
Airbus : François Lavasté, Directeur général de la cybersécurité (Défense et Espace)
CAMIF : Emery Jacquillat, PDG
Location: Agora Les Echos – Le Parisien  – J20",13:50,14:30,"Partners Program","Les Echos - Le Parisien","#cybersecurity\n#education\n#HR&talent\n#media\n#peoplematter"
Saturday,"Big Data Startups Pitches",,13:50,14:10,"Partners Program",,"#b2bservices\n#data\n#IoT"
Saturday,"Family Meditation","Location : Lab Sanofi C11",13:50,14:20,"Partners Program",,"#health&wellbeing\n#positiveimpact"
Saturday,"Positive Impact Challenge By Viva Technology – Session Pitch des 12 finalistes.","SHIFT MY WORLD. Celebrate startups with a positive innovation attitudeLearn more about this award",14:00,15:30,Pitches&Demos,Pitch,"#media\n#peoplematter\n#positiveimpact"
Saturday,"Prenez de la hauteur avec Paris 2024 !","Vivez l’expérience d’une immersion dans le Paris de l’été 2024 au 3e étage de la Tour Eiffel
Location: Paris 2024 Booth – K 35 – Accelerate Zone",14:00,16:00,"Partners Program",,"#AR&VR\n#entertainment\n#paris2024\n#peoplematter"
Saturday,"Venez Partager Paris 2024","Avec Hugo Pellerin.
Location: Lab AccorHotels – M21",14:00,14:20,"Partners Program",,"#hospitality\n#lifestyle\n#peoplematter"
Saturday,"Pitches – BtoC innovative offers","Location : Lab Engie M30",14:00,14:30,"Partners Program",,#energy
Saturday,"Les Etudiants Entrepreneurs Par 100 Jours Pour Entreprendre & VivaTech",,14:00,15:30,Pitches&Demos,Agora,#startupacademy
Saturday,"Public Gamestorming : How is it like to work at Valeo : come and revolutionize the holiday departures experience","Valeo CarLab, AF83, Public is invited to join and participate",14:00,15:30,"Partners Program",,"#industry\n#mobility"
Saturday,"L’entrepreneuriat au féminin","Témoignagnes d’entrepreneuses accompagnées par la Fondation Simplon",14:00,14:30,"Partners Program",,"#HR&talent\n#peoplematter\n#positiveimpact\n#womenrock"
Saturday,"Startup Pitch Session","Location : Lab Vinci Energies M15",12:30,13:00,"Partners Program",,"#energy\n#industry"
Saturday,"RATP Group Startup Session 2","– Start-up Ridy",14:00,14:30,"Partners Program",,"#funfunfun\n#mobility\n#paris2024\n#positiveimpact"
Saturday,"« Finale Tournoi  Esport Xtra Cup Clash Royale »","Avec Glory 4 Gamers et MYTF1 xtra
Location : Lab TF1 N12",14:00,17:00,"Partners Program",,"#media\n#peoplematter\n#startupacademy"
Saturday,"Jeu Concours : Selfie","Prenez un selfie avec Skillisy et le poster le sur Twitter accompagné du hashtag #Skillisy. A gagner : une smartbox.
SKILLISY Concours
Lieu : Booth Econocom (P16)",14:00,14:15,"Partners Program",,"#funfunfun\n#peoplematter\n#startupacademy"
Saturday,"Atelier Enfant : Lego Coding","Atelier de découverte de la programmation d’objets connectés pour les enfants de 8-12 ans
MAGIC MAKERS « Lego Coding »
Lieu : Booth Econocom (P16)",14:00,15:00,"Partners Program",,"#education\n#funfunfun\n#positiveimpact"
Saturday,"Pitchs startups – B2B2C","Location: Lab Carrefour – N16",14:00,14:45,"Partners Program",,"#b2bservices\n#peoplematter\n#retail&ecommerce"
Saturday,"Live Demo Yoga Book – Different Creates Better│ Creativity & Productivity Experiential","Location: Lenovo Stand – J12",14:00,14:30,"Partners Program",,#hardware
Saturday,"One to One TRANSAVIA","Uber and Cheerz: disruptive experiences by Transavia
With:
Hervé Kozar, Chief Commercial Officer
Location: Lab Air France – N20",14:00,14:30,"Partners Program",,#mobility
Saturday,"Location : Lab Nextdoor C42","Avec Monika Mehlem-Maho/ Fondatrice
Location : Lab Nextdoor C42",14:00,16:30,"Partners Program",,"#data\n#nexttechs"
Saturday,"Future of work [Partie 1]","Les métiers du esport – Julien Tanay.
Les métiers de realité virtuelle – François Klein
 Avec Futur en Seine",14:10,14:55,Talks,"Stage 2","#education\n#HR&talent"
Saturday,"AI for Everyone !","Rafik Djedour (Talan)",14:10,14:30,"Partners Program",,"#artificialintelligence\n#data\n#positiveimpact"
Saturday,"L’Entrepreneur Responsable : Avoir Les Bons Réflexes Pour Une Croissance Durable",,14:15,14:45,Talks,"Stage 6","#peoplematter\n#positiveimpact\n#startupacademy"
Saturday,"Table Ronde","Code / Ecran / Enfants
Pédagogie des usages, futur de l’éducation
Lieu : Lab Orange M07",14:15,15:00,"Partners Program",,"#education\n#peoplematter"
Saturday,"One App : Our Travel Companion","Location – Lab AccorHotels – M21",14:25,14:45,"Partners Program",,"#hospitality\n#lifestyle\n#marketing"
Saturday,"How to Sketch?","Location : Lab Sanofi C11",14:25,14:30,"Partners Program",,#health&wellbeing
Saturday,"Comment l’Intelligence Artificielle Peut Faciliter Notre Vie? Découvrez l’Assistant Google et Google Photos","Location : Google Booth G09",14:30,15:30,"Partners Program",,#artificialintelligence
Saturday,"Tournez votre CV vidéo avec Face à l’emploi","Location: Talent Connect’s Stand – B13",14:30,15:30,,"Talent Connect","#HR&talent\n#peoplematter\n#positiveimpact"
Saturday,"Passez Un Entretien Virtuel Et Postulez Aux Jobs IT","Location: Talent Connect’s Stand – B13",14:30,15:30,,"Talent Connect","#HR&talent\n#peoplematter"
Saturday,"Fight Code","Fight Code est un événement durant lequel 4 équipes de 2 développeurs s’affronteront sur de courts challenges techniques sous​ Angular2 sur un ring de boxe. Chaque combat durera​ 20 minutes et chaque équipe sera jugée par un jury d’experts Angular2.

​Tous l​e​s développeurs gagner​ont​ des lots durant l’évènement (​Playstation, Nintendo Switch, ​HTC Vive, Drone Parrots, etc.).",14:30,18:00,Happenings,"Stage 4","#entertainment\n#funfunfun"
Saturday,"La réalité virtuelle au service de la formation","Présentation faite par la startup Speedernet
With:
Nicolas LOZANCIC, SPEEDERNET",14:30,15:00,"Partners Program",,"#education\n#HR&talent\n#peoplematter"
Saturday,"Building Value Over Your Data","OpenDataSoft / Moskitos",14:30,14:50,"Partners Program",,"#data\n#positiveimpact"
Saturday,"RATP Group Startup Session 2","– Start-up Paris Helpline",14:30,15:00,"Partners Program",,"#artificialintelligence\n#funfunfun\n#hospitality\n#paris2024\n#peoplematter\n#womenrock"
Saturday,"PITCH SESSION: Sketching the future of health care Part 3",,14:30,15:20,"Partners Program",,"#health&wellbeing\n#startupacademy"
Saturday,"90 minutes pour hacker les bonnes pratiques du business responsable",,14:30,16:00,Talks,"Stage 5",
Saturday,"Qu’est ce que la classe inversée ?","Quel est le principe de la classe inversée ? 
Quels sont les enjeux et atouts qu’elle représente ?
APPLE Solution Expert
Lieu : Booth Econocom (P16)",14:30,14:50,"Partners Program",,"#education\n#nexttechs\n#peoplematter"
Saturday,"Apprendre en Manipulant à l’Heure du Digital","Apprendre en manipulant à l’heure du digital.
MARBOTIC
Lieu : Booth Econocom (P16)",14:30,14:50,"Partners Program",,"#education\n#nexttechs\n#startupacademy"
Saturday,"Quand les Sciences bougent les consciences",,14:30,15:15,Talks,"Stage 1","#health&wellbeing\n#positiveimpact"
Saturday,"Live Demo Tablet- Different Launches Better","Location: Lenovo Stand – J12",14:30,15:00,"Partners Program",,#hardware
Saturday,"LE NUMERIQUE ET LE QUOTIDIEN : LA FORMATION AU SERVICE DU NUMERIQUE","Inco : Nicolas Hazard, Fondateur
Learn assembly : Antoine Amiel, Fondateur et CEO
Location: Agora Les Echos – Le Parisien  – J20",14:40,15:10,"Partners Program","Les Echos - Le Parisien","#education\n#HR&talent\n#media\n#peoplematter\n#startupacademy"
Saturday,"Qwant – Music","Venez découvrir comment Qwant Music améliore l’expérience des fans de musique, en partenariat avec l’IRCAM (Institut de recherche et coordination acoustique/musique).",14:40,15:00,Pitches&Demos,"Discovery Arena","#artificialintelligence\n#data\n#entertainment"
Saturday,"TAG Heuer – Connected Modular 45","Location : Lab LVMH M20",14:45,15:15,"Partners Program",,"#IoT\n#luxury\n#nexttechs"
Saturday,"Pitch – Skema : Le Recrutement De Demain","Avec la participation de :
Lauren Fredon, Responsable Qualité de Skema Conseil Lille, Animatrice
Michael Ellert,  Skilvioo
Membre d’un cabinet de chasseur de têtes
Lieu  : Lab Engie M30",14:45,15:15,"Partners Program",,"#HR&talent\n#peoplematter"
Saturday,Speaker,"With:
Frédérique Loeb (Founder & CEO – Loeb Innovation)
Location: Lab Carrefour – N16",14:45,15:15,"Partners Program",,"#peoplematter\n#retail&ecommerce"
Saturday,"Resume Mining: The Future of HR with Google","Kevin Fender & Lionel Touati (Google), Maxime Debricon, Camille Levi and Jean LAGRANGE (Talan)",14:50,15:10,"Partners Program",,"#artificialintelligence\n#data\n#peoplematter"
Saturday,"Moonshot Surprise","Women have a key role to play in digital transformation, both in the corporate world and in society at large. Unfortunately, biases often push female experts out of the limelight. As gender parity matters, VivaTech has partnered with influential women’s networks to promote a new generation of female entrepreneurs from around the world. The “Moonshot surprise” is an opportunity for 15 inspiring young women to give a short keynote address sharing where they get the energy that pushes them to reach for the moon. Come and be surprised!",14:55,15:00,Talks,"Stage 2",#womenrock
Saturday,"Future of work  [Partie 2]","Les métiers des Fablabs: Albane Imbert  & Bertrand Marquet​
Les métiers des drônes – Clément Ménard & Maurice Drapier
Les métiers de la robotique – Margot Filleton
 Avec Futur en seine",15:00,15:45,Talks,"Stage 2","#education\n#HR&talent"
Saturday,"Tech for Music","La musique aussi connait une véritable révolution technologique, nous vous invitons à venir découvrir les dernières innovations qui repensent la manière de consommer et de vivre la musique.",15:00,16:00,Pitches&Demos,"Discovery Arena","#entertainment\n#funfunfun"
Saturday,"90 minutes Pour Hacker Les Bonnes Pratiques Du Business Responsable – Workshop","Vous êtes startupper et vous demandez comment créer de la valeur en ayant un impact positif sur la société ? Vous êtes en phase de croissance et faites face à de nouveaux défis en matière de responsabilité ?
• Bien-être des salariés
• Attentes des clients en matière de RSE
• Mode de gouvernance et répartition de la valeur créée
• Gestion éthique des données • Co-Innovation avec ses fournisseurs
• Impact sur l’environnement (…)
Venez explorer vos enjeux de responsabilité à travers un atelier collaboratif et découvrez les bénéfices d’un business plus responsable ! #RSETech
Animé par l’équipe RSE Tech & le Cabinet Des Enjeux et Des Hommes",15:00,16:30,Talks,"Stage 5","#peoplematter\n#positiveimpact\n#startupacademy"
Saturday,"l’INPI recrute! Découvrez les professions de la propriété intellectuelle","l’INPI recrute! Découvrez toutes les professions de la propriété intellectuelle
espace Agora du stand INPI (D 30)
Domitille Guesdon Vennerie, direction des Ressources Humaines, INPI",15:00,15:30,"Partners Program",,"#b2bservices\n#peoplematter\n#startupacademy"
Saturday,"Réalité virtuelle et formation","Démonstration du casque de réalité virtuelle et du logiciel Prévention 3D BTP développé par Manpower France et 2JProcess",15:00,15:30,"Partners Program",,"#education\n#HR&talent\n#peoplematter"
Saturday,"Startup Pitch Session","Location : Lab Vinci Energies M15",13:00,14:00,"Partners Program",,"#energy\n#industry"
Saturday,"Networking Cocktail","Location : Lab Vinci Energies M15",15:00,16:00,"Partners Program",,"#energy\n#industry"
Saturday,"Cérémonie De Prestation De Serment De 100 Postiers","Location : Lab La Poste",15:00,16:00,"Partners Program",,
Saturday,"RATP Group Startup Session 2","– Start-up World Around me",15:00,15:30,"Partners Program",,"#funfunfun\n#hospitality\n#marketing\n#paris2024\n#smartcities\n#telco"
Saturday,"« Start-up 4 Kids »","Ateliers Coding avec Play’n’code
Atelier coloriage animé avec Wakatoon
Animation Box Ze Day
Location : Lab TF1 N12
Location : Lab TF1 N12",15:00,16:00,"Partners Program",,"#media\n#peoplematter\n#startupacademy"
Saturday,"Start-up pitch session – ARTIFICIAL INTELLIGENCE","Location: Lab Airbus C0",15:00,15:50,Pitches&Demos,,"#artificialintelligence\n#startupacademy"
Saturday,"Comment se former en continu sans contrainte ?","Comment se former en continu sans contrainte ? 
UNOW
Lieu : Booth Econocom (P16)",15:00,15:15,"Partners Program",,"#education\n#nexttechs\n#peoplematter"
Saturday,"Atelier Enfant : Lego Coding","Atelier de découverte de la programmation d’objets connectés pour les enfants de 8-12 ans
MAGIC MAKERS « Lego Coding ».
Lieu : Booth Econocom (P16)",15:00,16:00,"Partners Program",,"#education\n#funfunfun\n#nexttechs"
Saturday,Challenge,"Location: Lab Air France – N20",15:00,15:10,"Partners Program",,#mobility
Saturday,"Big Data Startups Pitches",,15:10,15:30,"Partners Program",,"#b2bservices\n#data\n#IoT"
Saturday,"Pitch Challenges by winners","7min X4 Challenges
Location: Lab Air France – N20",15:10,15:40,"Partners Program",,"#mobility\n#startupacademy"
Saturday,"Pitch Ecole Du Louvre : Le Digital Au Service De La Culture","Avec la participation de :
Alizée Doumerc, Cofondatrice de Guestviews
Laure Pressac, Responsable de la mission stratégie, prospective et numérique au Centre des monuments nationaux
Adalaïs Choy, Présidente Junior Ecole du Louvre, étudiante et fondatrice d’une startup
Bruno Monier, Culturespaces
Lieu : Lab Engie M30",15:15,15:45,"Partners Program",,"#energy\n#nexttechs"
Saturday,"Conf. AI Pédagogie Du Futur","Lieu : Lab Orange M07",15:15,15:45,"Partners Program",,"#education\n#lifestyle\n#nexttechs"
Saturday,"Smart Region: Le projet de transformation de la Région Ile de France ou comment stimuler l’économie régionale.",,15:15,15:45,Talks,"Stage 1","#industry\n#smartcities"
Saturday,"CV Vidéo : Témoignage","Location: Talent Connect’s Stand – B13",15:20,00:00,,"Talent Connect","#peoplematter\n#positiveimpact\n#womenrock"
Saturday,"LE NUMERIQUE ET LE QUOTIDIEN :  LES NOUVEAUX METIERS DU NUMERIQUE","LA POSTE : Sylvie Francois, DRH
ORANGE : Elisabeth Belois Fontex, DRH Innovation, Marketing et Technologies Orange Gardens
TOTAL : François Badoual, CEO Energy Ventures
Location: Agora Les Echos – Le Parisien  – J20",15:20,16:00,"Partners Program","Les Echos - Le Parisien","#education\n#HR&talent\n#media\n#peoplematter\n#startupacademy"
Saturday,"Comment La Réalité Virtuelle Impacte Les Humains… Et Les Souris !","La Réalité Virtuelle est une nouvelle technologie qui ne l'est pas tant. Elle est utilisée depuis les années 80 par la NASA et les armées pour son pouvoir immersif aujourd'hui bien documenté. L'avenir de la VR, mais aussi le notre, dépendra proportionnellement de notre capacité à prendre conscience de l'immense impact de la technologie sur nos corps, et nos esprits. ",15:25,15:40,Talks,"Stage 6","#AR&VR\n#startupacademy"
Saturday,"Comment l’Eau Peut-Elle Être purifiée Grâce à la Technologie?","Location : Booth G09",15:30,16:30,"Partners Program",,#positiveimpact
Saturday,"Les étudiants entrepreneurs par Astarté","Astarté a pour objectif de faire émerger les futures pépites entrepreneuriales françaises et de créer des ponts entre les nouveaux entrants et les professionnels de l’écosystème, participant ainsi au renforcement de la French Tech.Learn more about this award",15:30,17:00,Pitches&Demos,Agora,"#artificialintelligence\n#data\n#energy\n#entertainment\n#funfunfun\n#hardware\n#IoT\n#startupacademy"
